Text,Sentiment
OMX another bricks and mortar dinosaur falling to online retailing> Details here  ,Negative
SWHC now we need that volume,Positive
CEE short entry here 44.36,Negative
DGIT long for 10 crack at 9.97,Positive
"Green Weekly Triangle on CB,....pdating  ",Negative
CDX long 7.72,Positive
SWY - made some sales 20.30 - 20.60,Positive
Diving in... (considering schwab on pullbacks) Thursday links: spin-off successes   via user DE SCHW,Positive
DECK about to give some major loving?,Positive
user StockTiger Currently long HA  ,Positive
JET entry 8.94 stop 8.2  ,Positive
DOV  Nov eport  Feb early release earnings next month has made major strides  CAB TA,Positive
GOOG it's acting really good despite the choppy tape.,Positive
ZAGG Coming off the bottom with the Grandma pattern.  ,Positive
BAC really wants to get BACK to retest its old HIGHS.,Positive
MTX attacking multi year highs - entry 14.94 stop 14.00  ,Positive
GNTX Swing Trade Quick Pick: Gentex Corp (GNTX) |   ,Positive
AAP need 465 to be taken & no looking back if this is for real,Positive
AAP Volume Fade away... like as usual !,Negative
"user: That was the hardest,  10 rally in AAP history, like an old man climbing stairs. .~ He still got it up!",Positive
AAP Short  468.44 on NO NEWS and no sustain in volume !,Negative
"Green Weekly Triangle on ESSX,....updating  ",Negative
Don't get me wrong buying into earnings was a mistake  what I read over 2billion in evenues nothing to scuff  CST,Positive
"S. Jobs was Keeping Money to innovate and buy New Tech, since AAP no longer innovate why keep  !",Negative
Schwing! bingo NKD can I please sell my Feb 8 115 Call that I bot earlier for 10.50 NOW!!! #GamblingAddict,Positive
In order to grow u need to SPEND MONEY aka INVEST in the future. At 10x earnings CST is a steal and shorts will cover over time BuyTheDips,Positive
my NKD estimate was based on linear extrapolation. Beating my estimates means they are actually accelerating growth,Positive
user also CST is better NFX b/c streaming movies is 4 suckers. The movie clarity is awful. The movies skip b/c int connections.,Positive
user just saying ED BOX is not the future why? CST considering the growth of the company over the yrs. and valuation is cheap,Positive
user That's what happened last time CST missed. Opened down big the following day then a massive short squeeze and closed +5%.,Positive
I guess I'm old fashioned I own over 500 DVDs & love Blue ay. ntil streaming can improve clarity and no skipping I'm stickin to DVDs CST,Positive
MSG - beautiful to see all these highs  ,Positive
user ProfitsBoy CST sticking2 buying over 250million in stk there unit cost is 49.90. Also cash flow 200mil. & Costs go down,Positive
user: This CST report is goofy Acquistion costs were factor citing lower rev aka same store sales from dispensers acquired NC Corp,Positive
"ed Weekly Triangle on FNFG,......pdating  ",Positive
user: AAP typical pump dump today will talk about later tonight via video,Negative
Absolutely Delicious CPB #Campbell's Soup SPX SPY #Fortune 500  ,Positive
APP Compare the squared areas. Aren't they look similar?  ,Positive
CECO breaks above its downtrend / triangle pattern.   ,Positive
"user: Fascinating email chain between user and Einhorn debating the merits of AAP preferreds,  ",Positive
CST bot 51.40 I will hv to be patient IMO CST moving in right direction. Don't underestimate loss of Sat Mail too. 250mil buyback 10 p/e,Positive
time to return to Apple.  aapl record 23 billion operational cash flow quarter!   ,Positive
"TWI added to Small Cap 600; 24% short int; cheap valuation, though growth via acquisitions E 2/25  ",Positive
BBY Pulls an AMZN  ,Positive
AAP Beautiful Bull Trap !,Negative
James D. White: Jamba: A Juicy Turnaround on Vimeo  1hr video from 2010 JMBA .. this is great stuff,Positive
AAP No Volume + No Conviction = Bearish,Negative
added again to CST 48.84,Positive
lnkd pulled a nflx topping out so far at 146. day is still young so watch this pull back,Positive
user mention the lower same store sales in CST well I guess him & Mellisa ee Didn't Factor in the NV Acquisitions. Do ur DD ppl,Positive
TW from watch list needs a volume boost - now at 2% - but watch as close to top   ,Positive
TTMI on watch list as a continuation trade and it is   ,Positive
OSG BIO MTS DYNT WYY all off watchlist DOV next to 5 this baby is in its prime.,Positive
AAP Volume Fade fast !,Negative
CST nice intraday base here could see a pop here after 10:30 short covering on into the wknd. Valuation cheap. Biz model on track its a GO,Positive
CST as we close in on hod this one should get perky MY GESS WE COSE OVE 50day maybe even up on the day #TIMESTAMP goin out on a limb,Positive
INT #1 on SMB adar weak today,Negative
CST mentioned this level building base here over 48 next stop 49 repeats over that. ADDE P intraday to over 50day watch 50.13 HIT TODAY,Positive
AAP Confirming nicely here above the 20 day of 473.12   ,Positive
"DNDN breaking out 6.74, CMGO looking VEY bullish",Positive
Mining & related stocks showing weak relative strength versus ESD & ES_F last few weeks. FCX NEM A GG GD SV CF MCP ACI,Negative
DNDN Confirming nicely (continuation) above 6.57 Also like AAP (breaking out above the 20 day)Others I like today:   ,Positive
AAP Europe now closed now lets BAST OFF!,Positive
user: AAP Highlighted Major esistance Areas To Watch . .   ,Negative
NFX: Time for a Major Correction?  ,Negative
MGM - already at average volume for the day and trying to get separation from resistance  ,Positive
"ANGI ripping, lots to go",Positive
user: AAP  what is the cash pile per share worth ? anyone know ? ~ 140/ share is CASH (give or take),Positive
user: AAP recent trip to Thailand...even the taxi drivers have iphones ! ~~ wait till they get into China!,Positive
user: Great rotation..  Grasso confirming what I have been saying here for a while; Money coming out of AMZN and buying AAP,Positive
"MDSO - ong  27.51. Trailing Stop  38.58 from 10 prior Stops of 37.67, 37.11, 37.00 ... 27.51, 25.15 and 22.79 -  ",Positive
FB I do wonder if the same shorts in FB today were in NKD last year at 80. They seem to be making the same argument. QQQ XK,Positive
HG is breaking out ahead of an expected earnings beat  ,Positive
AAP Who really want a broken stock ? nless you have kept over E & Being Trapped !,Negative
OPK low of the day was 6.08. arge candle wick growing downward. MACD divergence downward. Stochastic downward divergence. SI downward.,Negative
NFX is planking,Positive
Where I stand on SBX...  ,Positive
Jeff eeves and Charles Sizemore Discuss inkedIn Earnings on The Slant   NKD FB AMZN MWW,Negative
Added more shares of ACTV,Positive
"MHP McGraw-Hill Companies is having a huge sell off because of the rating agency, Fitch, has cut their ratings.  ",Negative
DNDN Good place to lock in (some) profit at  7.20  p 20% since alert at 6.00 from Feb. 4th   ,Positive
DECK  lets squeeze!!   40% short!,Positive
"Brandon !!  ACTV should break into the 6s very soon... nice breakout , just needs a little more volume !!",Positive
"user About G, it is in a sidelines mode, that is no a good trend, I am seeing 2.22",Negative
VNG I swear never seen such terrible reporting on one stock ever in my life > The Cuban news is not negative lol,Positive
AAP See   Flash Crash  3.58pm ;-),Negative
user: AAP...IMHO...will be sell the news..sorry if  I offend anyone...G warriors,Negative
AAP Selling begin First Wave of Dumping.,Negative
AAP Flash Dump Begin ????,Negative
GOOG IGV #Google #Software firing on all 3 cylinders compq NDX  ,Positive
"closed my DDD Feb 60P/60C/65C bull / here for +8, roll to StO Feb 70 puts  4, I'll take the shares, the premium, or some of both",Positive
SCHW - adding to long,Positive
PO Swing Trade Quick Pick: Polyone Corp PO |  ,Positive
"STO Mar 425 put  +1.98, STO Mar 465 put  +10.75,  BTO Mar 475 call  -17.65, BTO Apr 480 call  -21.65. AAP will fill gap to 500. =^.^=",Positive
AAP Dump in progress by Fund Managers 25% Done.....,Negative
Stop on AAP is 475.7 hard stop risking .30 to make 3-4 pts,Positive
AAP Flash Dump in progress 35% Done Be patient or press Escspe !,Negative
AAP Dump by  Einhorn in progress 40% Done Be patient....,Negative
"STO March 465 puts in AAP  credit of 10.70. If put to me, I buy shares  net cost 435.25. If not, I keep 1,070. Win/Win. =^.^=",Positive
solid day with MGM AAP SBX leading the way for me. Out 1/2 MGM and 1/2 AAP (added a little after selling 2/3 in AM),Positive
"user we should see again 1.35, and after that my exit 1.43 CSN",Positive
Damodaran on AAP: getting a pretty good business for the price and worth about 600  ,Positive
user: GOOG Eric Schmidt to sell roughly 42 percent of stake  ,Negative
"ed Weekly Triangle on HEK,....Scaling p  ",Positive
"Green Weekly & Monthly Triangle on ISIS,....Scaling Down  ",Negative
DT appears 2 b hammering out a bottom here at its 50 DMA. Solid EPS/sales growth+ low P/E ratio = possible earnings winner. Earnings 2/27,Positive
I just legged into GOOG  780! Why? Sergey & arry aren't selling any of their shares...and Eric's keeping a few. :-) ,Positive
Yes I saw a great opportunity when it dropped to 17 as you can tell from my twits user: user are you still long CHK ?,Positive
Brutal declines on SD will create a buying opportunity soon. user: user  like SD or XCO for a trade or T hold?,Positive
Buying op in this range IMO user: user You still long in COP Are you a buyer today,Positive
"54 Short Ideas to prepare for the next correction,  BID COX SV GD FXE PB WTW HF FCX CF MNST #Prepare",Negative
PEIX gets volume Monday it could go thru tops and set new highs over .50+,Positive
Acting well above 26.19 flat base trigger b/o from 1/9. ooking for a retest of 50day SMA at 26 PFE  ,Positive
One of Buffet's favorite banks. Cup with handle trigger of 105.02 MTB  ,Positive
"MCBC long 4.36, healthy pullback into sweet zone, between upper bolly & 20SMA, hammer today a plus  ",Positive
"PXC long 10.87, like to base a few more days but ready if it pops  ",Positive
AA - really liking the scale in entry here - limited downside nice upside,Positive
A little more of the write up on ZNGA is available at  ,Positive
STX - high call vol. 12.71% short Check WDC as well. STX better hard drives. always rumor buyout  ,Positive
DNDN breaking swing High.Volume looks good.   ,Positive
Week 6 - #13for2013 DDD DNKN FT INVN KOS NKD MOV NTSP AX SCCO SCA SSYS V  ,Positive
#13for2013 - 8 of the 13 stocks are up double digits & one is up 8% w 9% dividend NKD INVN DDD FT MOV SCA KOS DNKN SCCO,Positive
Market Wrap Video DJIA SPX TX + Additions to Watch ist  including: AGNC ANY FS HP OST SQNM,Positive
MBS The long awaited break of its 200-day EMA is just one step away. Watching for 5.68 breakout.  ,Positive
PEIX Bullish volume pattern. ike it on a close over .43  ,Positive
YHOO ong play. Watching over 20.88 for movements.   ,Positive
FS  Over 158.00 or 158.63  ,Positive
SQNM a Continuation - wil take it over the top Bollinger band  ,Positive
MSFT Waiting for break out of bull flag+horizontal channel   ,Positive
"Commentary on AGNC. DDD. ZNGA, HX, AGNC, BSX, VT  ",Positive
"Going long msft tomorrow, I think 30 is written all over this one ex div is also coming up.",Positive
"Morgan Stanley Initiates Coverage on HCA at Overweight,announces 47.00 PT.Breakout watch over 39.6  ",Positive
"Feeling good this morning about AO after Friday... Technicals still holding up, and fundamentals are coming around!",Positive
"ed Weekly Triangle on HEK Closed at 4.30,....Net Profit  15,137.50 (5.30%)  ",Negative
"ed Weekly Triangle on HEK Closed at 4.30,....Net Profit  15,137.50 (5.30%)   ",Negative
"ADBE SHOT! will see around 17 - 20 very soon, 39 is to much for adbe, thanks and have a good day.",Negative
"Today is the very important DAY 3,we haven't closed green for 3 days in a row since Sept.Very bullish short term if this happens AAP",Positive
DDD and SODA look interesting but will wait until after earnings release,Positive
AAP Next big  (little) thing... iwatch  ,Positive
MSI SHOT! will see the price around 32 - 34 very soon 1-2 months. Becefull. Have a nice day,Negative
From Yesterday- 'NEW Blog Post: Watchlist for the Week'  IWM SPY AAP SBX AXP CSX X ,Positive
CSX getting the Barron's bounce. At resistance. Wouldn't pull trigger till break of recent highs  ,Positive
ed Monthly Triangle on CSN closed at 1.46,Positive
ADM holding on nicely,Positive
AMZN back to shorting a few - clearing 50 day ma.  ,Negative
DNKN clearing back about this resistance area - worth eyeing  ,Positive
"GS continues to trend higher, a solid run since Dec.  ",Positive
BAC holding up well - could see much higher prices by year end.  ,Positive
A couple biotech stocks that are setting up well in various time frames: JAZZ PCYC,Positive
"AAP resistance near 500-bearish below 555, targets at 420 and 350  ",Negative
AAP bounced back to the trendline. Should it break above? I still short here,Negative
ZNGA suddenly jumped to 3.61,Positive
BKS remember that one? - low volatility pointed out couple weeks ago. Forgot to check. Next. :)  ,Positive
"annoyed with BBG steadily going up, i want to grab more",Positive
OVTI maybe today is the day for a breakout over 16.  ,Positive
I think its a great level to long TIVO after its pullback from 13.5 to 13.0,Positive
ZNGA continuing rally,Positive
GMX -10% ouch,Negative
SHD Sure is wound tight here:  ,Positive
SB WFC Broke trend line Ho hum CA,Positive
doesn't seem to be much talk on financials today. GS XF new highs ,Positive
WMT want more march calls,Positive
keep an eye on IDA presentation bout postive drug results at a conf 3pm in NYC today on watch for volume to come in,Positive
CST about to go ed to GEEN watch break of 50day by wks end time to rock and roll baby,Positive
"DPZ a five bagger in pizza, no carbs, if you own domino's stock since 2010...' the markets are magical '",Positive
FS Nice Breakout w volume. Next resistance lies at 33.38  ,Positive
"Green Weekly & Monthly Triangle on ESSX,.....Net Profit  18,664.75 (6.81%)  ",Positive
AAP is having a great day! I think we've seen the bottom.,Positive
Currently holding ANA DVAX ENDP FB GAE NKD WCX,Positive
NKD a strong follow thru day on volume - exactly what you want to see for confirmation  ,Positive
we have a joke abt how often it seems JEF is wrong when they make a reco or PT change the day b4 a co reports: raised PT on KOS...#uhoh,Positive
TEK long 1.65,Positive
"Green Weekly Triangle on MNK,....Open ong position at 3.17,...Opening both ong and Short   ",Positive
"Green Weekly Triangle on MNK,....Open Short position at 3.17,...Opening both ong and Short   ",Positive
ZNGA BYD MGM These ready to sell yet on the NJ online gambling bill that will fail?,Negative
NVDA Wants to breakout.12.69 is short-term resistance.   ,Positive
"EXP watch this consolidation, a volatility squeeze seems eminent. eady for next move up   ",Positive
GMX -13%,Negative
PCS - shhhhh,Positive
P is breaking out.  ,Positive
is this a potential h&s on  with neckline 65ish?  ,Negative
EAP abouve 6 again - lining up to break out,Positive
hmmm user: TSA user coming after NYT writer. Elon says vehicle log shows he took long detour.  WOW,Positive
AAP Crack nder 480 !!!,Negative
AAP Sell Off !!!  Somebody Know Something and Dump ?,Negative
M Settling in with 27.40.   ,Positive
"Green Weekly Triangle on PBY,....Scaling p  ",Negative
"AN doing what it needed to today, bouncing at support  ",Positive
"GMC still sitting above key support, may test further but no damage done longer-term  ",Positive
ast time AAP Dropped was when Tim Cook this was when Tim Cook spoke.... Hummmm !!!!,Negative
GMX -18% any news ?,Negative
MCO out the last 1/2 from this morning +1.00  30 min opening range,Positive
"AAP setting up for a sell the news tomorrow on Cook speech.  He is no Jobs, market will be disappointed.  Iwatch?  Gimme a break.",Negative
"user: AAP setting up for a sell the news tomorrow on Cook speech.  He is no Jobs, market will be disappointed. Iwatch? Gimme a break",Negative
user: AAP is WEAK.. wants lower. Tmrw will be nasty folks. Sideline if ya long.. Bears taking over.,Negative
AAP Made in SA = ess Profit for Shareholder and Share will drop on anticipation...,Negative
user: AAP If TC announces bringing cash back to S>> Made in SA = ess Profit for Shareholders & Share will drop on anticipation...,Negative
GOOG can break above the old 52 week high of 786.67 tomorrow. It gave us another green candle on the daily and weekly! What a beast!,Positive
"INVN - Do I believe? Well, 111 tweets since 2012 says I do (tweets w/ InvenSense mentioned)  ",Positive
esrx gap fill idea.. 56 looks big  ,Positive
" , ES,SPY, Ground Hog Week, distribution at highs..  ",Negative
OMEX Odyssey's ecord Breaking ecovery to be Featured on Discovery Channel SIVE SH Premieres February 24 - 8 pmET  ,Positive
EVC - so close to magic 2.00++++ - ready for a big volume day with great earnings due 3/7 Target 3.00,Positive
", AMZN,,,Headed to lower weekly channel support at approx. 233??  ",Negative
OCN Over 41.50  ,Positive
Momentum Monday Post - thick and deep but dont chase ....NKD NFX TSA  ,Positive
FOS  bullish engulfing.,Positive
OVTI If it clears the 16.03 resist the move may be powerful.Breakout candidate! nder accumulation  ,Positive
expect NFX to trade higher on Dish founders positive comments about NFX.  Basically calls them game changer.  ,Positive
FOS worth eyeing - earnings coming out so could move either way  ,Positive
"Watch SZYM, nice base, working a bull flag, could get legs to the 200 day ma around 10.30 on b/o  ",Positive
NX will be watching this week for higher prices   ,Positive
user: SHD  could be getting ready for a move to the 200 day   ,Positive
"NFX Held the 10 day ma like a champ yesterday, lets see if it can squeeze some more shorts   ",Positive
T user INVN ..lots of bullish technical discussions tonight. Fundamentals have always suggested a higher price.,Positive
V can only appreciate!!!!!,Positive
INVN last one...watch for the breakout...good luck today   ,Positive
AMZN looking to add to short position on any bounce  ,Negative
"NIS sold stocks at 2.24, now we are at 2,15. We will come back P soon. Patience my friends. I'm ONG",Positive
"MEA sell stocks at 1,3 we wait for it lower",Negative
MITK moving again,Positive
COX continues the pattern - tension building as it creeps up,Positive
FS obama speech tonight moving it on up in channel - squeeze continues,Positive
GAE 2 & 3 calls waking up,Positive
BAC  Out  12.06 waiting for a pullback to comeback 3K profit   :),Positive
XXIA on watch list with 21% ave full day volume close to line  ,Positive
JOE successful test of that 22-23 support I highlighted last week   ,Positive
AAP Cover my Short B4 Conference !,Negative
EC nice set up,Positive
YGE opening range is in. Feet up. FS JASO X and BD similar trades.   ,Positive
AAP back to yday opening range high - support bounce   ,Positive
Cook should inquire as to how many indictments Goldman has faced every time he is asked for numbers...walk off the stage  gs aapl,Positive
OPXA taking some here long small stop,Positive
"Green Weekly Triangle on HEO,.....Open Today Scaling  ",Negative
"Green Weekly Triangle on HEO,.....Second Scaling  ",Negative
"NW - ong  19.75. Trailing Stop  21.08 from 6 prior Stops of 21.06, 20.26, 19.93, 19.75, 18.95 and 18.15:  ",Positive
"Green Weekly Triangle on HEO,.....Third Scaling and Closed  ",Negative
AXP new multi-yr highs,Positive
P breaking out after expanding from Shark Pattern yesterday  ,Positive
"Green Weekly Triangle on HEO,....Net Profit  30,990.00 (3.08%)  ",Negative
FS - daily   ,Positive
NIHD  Gap and go? (likely)  Also liking the action today on:  WT CM  Others:   Also bullish:  DIA QQQ SPX T,Positive
"AAP like I said yesterday, APPE is a broken stocks and TC is not the right CEO for the company. Still SHOT.",Negative
AAP when I got lot of hate mails yesterday after saying SHOT apple I realized my short was definitely going to work today.,Negative
"GOOG has been trading like a leader, ride it until it stops.",Positive
"AAP enjoying some really nice gains right now from my SHOT. Next stop 465, if that does not hold I expect APPE to make a new 52OW soon.",Negative
"Based on historical research about GS upgrades/downgrades, K is a short right now after being upgraded from Sell to Neutral. Sell signal.",Negative
ike it or Not AAP will fill the gap B4  will see 500.00 IMO,Negative
NEW POST: AMZN Is Still in the Grasp of Corrective Forces  ,Negative
CTIC long - next one to pop out base 1.40 1.41 1.42 1.43 - get it!! - GAE hot too at new hod,Positive
long AAP 470.10 holla,Positive
Price Match is a reputation destroyer since you can match price anytime with gr8 technology. Price Match = Friction. AMZN,Positive
"ed Monthly Triangle on CSN,....Scaling",Positive
AAP hit resistance yesterday and continues to roll over - holding short currently  ,Negative
AAP 480 weekly uptrend support becoming new resistance and bear flag in the making   ,Negative
NFX SI is sloping lower/MACD is about to cross down.Negative Divergence on Daily.Distribution ?  ,Negative
"user: OCN trying to go, looking for follow-through I think the follow through is coming. This wants more",Positive
AMZN clearing this rising trend line / support off 5 minute looking to add to short position   ,Negative
PHM ready to go. I'll buy some even up here too along with user,Positive
AMZN sharing a few trading insights POSTED VIDEO  ,Negative
SPW new HOD,Positive
VXY Added some AAP Mar Bull Straddle for EOD squeeze,Negative
DISH Break out watch over 38.10  ,Positive
SPW SunPower Corporation Option bulls make bet on 50% up move by June  ,Positive
"BAC huge spike on AG 17 CAs just now. 10,000 contracts.",Positive
"JBHT short right here, maybe write some MA70 calls if buyers show up before close today",Negative
BAC breaking out I suggest you ONG some if we hold above 12.20 at the close.,Positive
"SWI currently a loser for us but maintaining higher lows, would like to see more volume on upside  ",Positive
BAC huge VOME spike in the last 10 min.,Positive
OCN still looks good but need that volume to come back to truly power on from here  ,Positive
BAC now that's what I call VOME!!!!,Positive
"DHI: ong  14.39. Trailing Stop  20.50 from 11 Stops of 19.05, 17.90, 16.93, 15.93, 15.65, ... 13.39 and 12.39 -  ",Positive
"V still taking a breather, still above first support, good place to add  ",Positive
"JPM very efficient trend, love seeing these   ",Positive
ZNGA Merrill upgraded this on 2/5 - just a retrace to base of breakout say 2.60,Negative
BAC shorts better make a decision today... #OBAMA will give another push for continuation tomorrow.,Positive
"NKD sure to be mutual fd PM's putting in limit orders and never getting filled, more to come  ",Positive
just know your gut will betray you quite often in the trade em thing. even on CEG.,Positive
DVAX Options Trade for Heplisav FDA Approval Decision  ,Positive
TES moving stop up again and protecting profits on big gains  ,Positive
"OABC - ong  16.55. Trailing Stop  23.59 from 10 prior Stops of 23.08, 22.80, 21.16, 20.18, ... 16.74, 15.90 & 15.25  ",Positive
"PX - ong  11.40 - Trailing Stop  19.13 from 9 prior Stops of 17.31, 16.69, 14.17, 13.14, ... 10.40 and 9.40 -  ",Positive
Innovative Drugs May Win .S. Approval After Early Trials  good news for #biotech DVAX GAE GOVX,Positive
Took two position overnight BAC and PHM,Positive
CSOD Conf Call: CEO: feeling good about our position and good momentum coming out of last year,Positive
VTS there we go!  A great end of day pop in the last 30 mins on 90k volume! ooking for a little bit more tomorrow -  ,Positive
AX ptrend was exhausted and started to form a downward channel. Downward divergence in MACD. Strong support at 60.04. Great SHOT!,Negative
BWD Wants to fill the gap which will be complete at 83.10. Higher highs and MACD and SI showing bullish signals.,Positive
For the past 8 years GOOG booked an avg return of -6.5% during Jan to Mar option expiration. It has posted positive returns for 2/8 years,Negative
For the past 8 years GOOG has posted a Best return: 10% Worst return: -28% during the Jan to Mar option expiration time frame,Negative
"AAP, More like crapple as one student said today. Bearish with a move lower tomorrow. It's failing exactly where I thought it would.",Negative
BAC Fiscal Cliff talk by President Tonight = Ouch !!!,Negative
#vmware VMW where? here? there? best wishes dealing with this complex H&S  ,Negative
AAP Mac manufactured un SA said Obama = ower Profit Margin !,Negative
user: AAP How will smaller margins and higher wages and unions help apple?,Negative
#hammer + #wedge worked out from last week Y HOV TO PHM ITB XHB etc  ,Positive
user  AAP will make computers in S. The 1st line of tablets will be called the Pinto: They explodes if swiped from behind!,Negative
BAC Obama is slowing the rally... Ouch !,Negative
DHI  Back over 24.30 - high today was 24.66  ,Positive
CMCSA Will gap open higher; No idea where 2 enter. Would love 2 get in at 40.28 but may not get it.  ,Positive
PCYC Fresh long should be made only when the stock closes above 72 with an up candle.  ,Positive
EBIX we're in a short term upward trend with the MACD positive/rising and w/ CMF rising nicely too  ,Positive
"ANTH look interesting at this priced after OBIMED ADVISOS C bought 1,762,00 stocks on 01/25/2013",Positive
DE #ONG if hold above 95.5. be aware of resist 97.5,Positive
JPM increases target to 205 on NFX,Positive
"WF EPS beats by .08 revenues up 42.8M - p 6% premarket, should have a nice run today after #POTS remarks last night!",Positive
PPHM FIED 2.44 SOD 2.49 WI BY BACK AGAIN I WI TAKE .05 WHEN THEY IT QICK WE TADE THIS 10 TIMES TODAY FO NICKES GOT .50 EASY WAY,Positive
COMPQ SPX IND BAC C Futures traded with rises pending macro data   ,Positive
CM Continuation (likely)   ,Positive
SPW the dip that refreshes 12.63 gartley target on 6 month daily 3.90A 9.12B 7.41C 12.63D 1:1 14.62 1:1.382,Positive
"ong ZGNX user: 2/13 Watchlist: ACW, ACHN, GGS, IBCP, MENT, NAT, STP,ZGNX.  ",Positive
PO (specialty chemicals) is slowly approaching new all-time highs,Positive
AMZN short stopped out.  rough to walk into a gap up,Negative
this could be the last good chance to short AMZN,Negative
"O delivered 4Q 2012 adjusted earnings of 0.79 per share, which exceeded 4Q 2011 earnings by 8.2%. ong if beats 41.52. Stop loss 41.11",Positive
CSN Scaling Down at 1.3445000,Positive
For the past 10 years F has booked an avg return of -4.4% from Jan to Mar option expiration. F has posted negative returns for 2/10 years,Negative
"Exact reason why ETFs are safer than individual stocks, News Kills a stock - Trade KO Not CF  ",Positive
user O Stop loss in 41.54 after beating 41.74,Positive
user: user O Stop loss in 41.54 after beating 41.74,Positive
OCN running IGHT NOW,Positive
P approaching resistance area around 12.47/.50  ,Positive
"FDO spread buying Jul 57.50C 5,400 times at 2.90 selling the Jul 52.50P 5,400 times at 2.20. Both against much lower open interest",Positive
The ise of Google Play: App Annie Index January 2013   h/t user GOOG AAP,Positive
V going into full breakdown mode,Negative
Majority of eading Stocks regularly lag NQ_F & ES_F on strong up days.  AMH QCOM KS GS SSYS KBH FT GOOG,Negative
"user 5 stocks i've been buying at 50 with hopes for 70, SBX KOS PANW EBAY HAIN - AM I diversified? Will i see 70 this year?",Positive
"Buying V on any and all pullbacks.  Doubled since IPO, expecting another double sooner than later",Positive
un-p Trade Into DVAX FDA Approval Decision  ,Positive
AAP and 20EMA   ,Negative
CEE should crack 45 not letting go above 45.15 with full cover then will reshort again - CEE on the red train down now,Negative
"FFIV - short, anybody thinking of buying this should be watching EZCH  - EZCH a supplier to comm./switch co's",Negative
IDCC .. Take a look at how IDCC performs after touching lower Bband previously!!!  ,Positive
"MDSO - ong  27.51. Trailing Stop  41.40 from 11 prior Stops of 38.58, 37.67, 37.11, ... 27.51, 25.15 and 22.79 -  ",Positive
NFX short via 2/22 Put 4.65,Negative
user Where do you see it by the end of next week? NFX,Negative
CIMT is a player in 3-D imaging CAD software designs that has explosive growth paying SDIV in the industry DDD SSYS ONVO PCP DASTY,Positive
"With the mess that Twitter andThe Grammy's made of Hashtags #sting (are you kidding me), excited for GOOG to just step in and print  off #",Positive
"TTM revs, retained earnings, FCF last 5yr. Yoga growin lifestyle trend. Can  stay on top of it?  ",Positive
"Deere & Co DE predicts slowdown in .S. farming, but boom abroad",Positive
Why would anyone buy AX's overpriced services when there are many more high-quality alternatives that essentially cost half the price?,Negative
"SCTY cools off, but SPW continues upward. Our take:  also, look for our updated solar market outlook soon",Positive
"CSCO get on the train to San Jose now, 23.80 before next Qtr earnings",Positive
pep trying to break thru the 9 ema on the 5 min after triple doji bottom,Positive
AAP here is some news none of us have ever heard..  ,Positive
NFX tight flag 10minute,Positive
BAC New OD !,Negative
BAC New ow of Day 12.20.Broken --> 12.18,Negative
BAC Oups OD is 12.16 now,Negative
BAC Back run down to 11.75 area to consolidate.. Sell Off &  Profit Take !,Negative
BAC ot of Big Sellers on 2 New OD again 12.12 Expect a big sell-of   EOD,Negative
ES_F Vivid bearish volume histogram divergence in XHB home sector-( TO EN PHM )  ,Negative
BAC It's will be healty to consolidate few day around 11.75 before going to 13.00 !!!,Negative
BAC Big Boys are selling on 2 lot off Big Stake for sale !,Negative
user: BAC All the banks are reversing now!,Negative
BAC ook  evel2 lot of selling occur from funds !,Negative
out 1/3 of VMW short more. carrying remainder overnight also short full position FB and BID,Negative
AAP GS says higher div likely .. more value investors? Why no stock split instead?  ,Positive
"ed Monthly Triangle on CSN,.......pdating  ",Positive
user still holding those puts? :) MCP,Negative
Swing Trade Quick Pick: The J.M. Smucker Co. SJM |   ,Positive
user 45000 Did you check my update about CSN?,Positive
BBY Best Buy Founder Schulze Considers Alternatives to Buyout Plan Feb 13 at 15:48 Profile hits: NONE Disclosure Short BBY,Negative
"CEG ooking to Add to, soon.",Positive
znga looking to continue to add as well.,Positive
PPHM is going down like a Ship!,Negative
"YB holders cashing in after big run since November, GS underwriting 25 million shares secondary",Positive
CSCO Never mind Crisco - Call her KY for the longs.... 16 target,Negative
"NN uptrend still intact. Had resistance at 0,4. It will attack that again in the next days. First gap to close is 0,5 then 0,8. TP 1,5",Positive
Our 2013 solar outlook:  SPW SCTY FS YGE TS STP,Positive
user CalMustang That's why we own 0.05 puts... doesn't get any cheaper than that on the risk side MCP,Negative
Omega Advisors initiated a 3 million share stake in FB  also sold his entire stake in Apple AAP   ,Negative
Take a look at how IDCC jumped up quickly after touching the lower Bollinger Band. Happening again.  ,Positive
"AMZN - no matter how I look at it, I still can't figure out why it's valued at 269.47 >   ",Negative
Market Wrap Video + Additions to Watch ist  including: AGO AS CHK CVA GA NFX GP - by My Valentine,Positive
BAC Don't forget OPEX is Friday (3rd Friday of month) So we will see below 12.00 for OPEX IMHO!,Negative
After Hours Most Advanced: SKX AWC IO BT THO NFX   ANGI EDMC JCOM BCO VCK Z SGEN EQIX MBFI,Positive
INVN CEE - started it's red bar down shorting more and CEE hasnt made it move yet - patience,Negative
user You're Wrong I was long BAC till Yesterday. I think you are falling in love with Stock instead of making  ;-),Negative
BK buys HNZ is HSY next? Warren must like chocolate bars with a coke KO,Positive
"AN rally on MS upgrade might be enough to keep us long, price needs to reclaim 10wk  ",Positive
COMPQ SPx AAP C CSCO GM - Wall Street: Futures in red before jobs data   ,Negative
